crop,p,c1,c2,land_area_ha,yield_kg_per_ha,production_kg,nuse_kg,nfert_kg_per_ha
maize,30,30,40,62089.0,1489.76,92497585.28,5613965.48,90.42
groundnuts,-20,20,20,183685.91,866.16,159101768.44,8625773.48,46.96
maize,-20,40,0,66361.75,1414.94,93897757.13,5635098.56,84.91
groundnuts,0,30,-40,183685.91,866.16,159101768.44,8625773.48,46.96
groundnuts,50,10,-20,246766.99,737.23,181924746.8,14305431.02,57.97
groundnuts,50,30,-20,183685.91,866.16,159101768.44,8625773.48,46.96
sesame,0,10,-50,453288.89,476.55,216012658.46,30863752.71,68.09
groundnuts,0,-30,-10,1238883.08,151.37,187526195.44,12959087.17,10.46
sesame,-20,20,40,391656.8,465.87,182463008.76,15317427.14,39.11
sesame,-40,-20,30,1286764.47,177.08,227861004.38,25105003.81,19.51
sesame,10,-50,-40,1328015.57,204.5,271585600.05,48782936.94,36.73
groundnuts,-40,-20,-40,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,20,40,20,226213.06,2750.79,622263732.55,18669116.98,82.53
cassava,-50,10,-50,19079.25,5623.03,107283121.37,1578709.72,82.74
sorghum,-20,-20,20,857884.64,855.97,734326756.63,28754860.81,33.52
sorghum,30,-30,50,1215636.94,637.78,775314411.12,35914892.04,29.54
maize,40,50,10,59755.73,1581.12,94480823.64,7555079.51,126.43
sorghum,40,20,-20,368762.7,1933.44,712981677.45,42756771.12,115.95
sorghum,10,-10,-50,902802.59,890.9,804308625.93,54462926.64,60.33
sorghum,50,20,-20,392486.59,1834.46,720002491.08,43813975.81,111.63
sesame,-40,-50,-10,1276621.43,169.82,216800751.51,21080042.14,16.51
maize,-20,30,40,30577.3,2393.76,73194682.61,2849638.41,93.19
cassava,40,0,-40,138729.3,1140.3,158192662.18,5532631.55,39.88
maize,-50,30,0,19357.99,3380.23,65434444.92,2766334.98,142.9
sorghum,10,-20,20,948180.66,807.64,765792745.08,36613454.02,38.61
groundnuts,-20,20,-10,183685.91,866.16,159101768.44,8625773.48,46.96
maize,-20,50,10,26787.42,2713.59,72689949.95,3660251.79,136.64
cassava,-30,-50,10,1199074.29,98.63,118262669.2,1711851.82,1.43
maize,-10,-30,-30,450924.04,338.96,152846245.7,14362128.26,31.85
cassava,-20,0,-30,77565.92,1693.36,131347295.74,2815729.22,36.3
maize,10,-10,50,93171.48,1074.38,100101279.56,5444674.34,58.44
maize,-10,-20,50,111984.51,927.11,103821407.73,5563834.73,49.68
cassava,-50,30,40,47887.57,2641.59,126499197.85,2611258.43,54.53
maize,-50,0,20,31001.55,2348.93,72820513.45,2653688.28,85.6
groundnuts,50,20,20,183685.91,866.16,159101768.44,8625773.48,46.96
maize,10,-20,50,129442.81,841.46,108921579.61,6406864.75,49.5
cassava,40,20,-30,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,50,0,-50,746726.17,1057.91,789971219.2,54399157.83,72.85
maize,-20,20,-50,63196.16,1598.58,101024096.06,15942705.64,252.27
maize,10,20,-30,74549.62,1396.13,104080605.96,12450513.77,167.01
sesame,0,-20,50,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,-30,0,0,189113.97,761.72,144052205.5,5707314.11,30.18
sesame,30,-10,-40,1083566.77,238.25,258157627.35,42937601.42,39.63
maize,40,-40,-10,560735.31,310.11,173890567.55,24106229.04,42.99
groundnuts,-20,0,-10,232925.57,666.9,155339165.17,7462879.69,32.04
maize,-10,-10,50,80217.43,1187.68,95272901.49,4711490.8,58.73
cassava,-20,40,20,9835.62,9591.55,94338783.64,1073674.24,109.16
cassava,10,20,10,47887.57,2641.59,126499197.85,2611258.43,54.53
sesame,-30,-20,50,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,40,50,-20,17717.14,6600.5,116942004.22,2512522.49,141.81
sorghum,30,-30,-20,1215636.94,637.78,775314411.12,35914892.04,29.54
sesame,40,10,-20,531953.99,409.14,217646270.0,28786334.78,54.11
cassava,-30,-30,20,1199810.8,125.2,150219216.46,4048676.91,3.37
cassava,30,10,0,44809.08,2877.52,128939083.27,2881038.72,64.3
groundnuts,40,-50,-10,1245809.81,172.55,214961696.42,21415875.21,17.19
maize,-50,-20,0,70388.23,1345.0,94671962.44,5438118.39,77.26
groundnuts,30,20,30,183685.91,866.16,159101768.44,8625773.48,46.96
cassava,10,40,50,13572.81,7464.49,101314125.82,1348587.18,99.36
sesame,10,0,-20,726400.95,307.89,223653322.54,27790576.97,38.26
cassava,-50,50,10,4552.69,17164.14,78143022.48,572615.14,125.78
sorghum,-20,-10,10,883973.65,890.55,787218503.45,46563232.54,52.67
groundnuts,-20,10,30,92718.14,1422.61,131902113.07,4558987.12,49.17
cassava,-50,50,-10,5006.54,16270.99,81461414.62,681999.72,136.22
groundnuts,50,40,30,87465.8,1680.07,146949086.31,7626019.6,87.19
sesame,-20,-10,0,888946.42,231.36,205666954.07,18816667.49,21.17
sesame,20,40,-30,169917.96,991.21,168424453.82,18656027.78,109.79
sesame,-10,-50,-40,1317490.11,202.77,267146615.2,45722860.3,34.7
groundnuts,-20,40,0,45092.46,2742.7,123674872.95,4340531.97,96.26
groundnuts,-20,-10,20,661487.05,237.49,157097161.75,7043422.8,10.65
groundnuts,10,30,-30,183685.91,866.16,159101768.44,8625773.48,46.96
sesame,-50,0,40,232765.7,557.54,129776731.17,4793317.04,20.59
groundnuts,30,40,-10,92203.61,1658.96,152962033.43,9111649.86,98.82
sorghum,20,20,-10,280563.05,2412.63,676893701.35,34792428.76,124.01
sesame,50,50,30,132901.03,1115.78,148287956.26,11146745.59,83.87
cassava,30,-50,-30,1200972.88,148.59,178448926.34,7566703.76,6.3
groundnuts,-40,-20,50,1238883.08,151.37,187526195.44,12959087.17,10.46
sesame,-20,50,10,58272.97,1965.91,114559708.21,5513761.24,94.62
maize,-30,10,30,115566.46,945.38,109254546.64,7509549.49,64.98
sesame,-10,10,-30,340866.44,562.65,191788655.15,20704216.42,60.74
cassava,-20,-50,-10,1199473.81,117.89,141401281.24,3254543.68,2.71
sesame,-50,50,40,24582.35,3392.81,83403306.16,2003005.81,81.48
groundnuts,0,10,40,120954.84,1170.92,141628107.09,5797799.14,47.93
sesame,30,-30,-50,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,-30,-40,20,1199810.8,125.2,150219216.46,4048676.91,3.37
maize,40,0,-20,162489.17,794.61,129115736.56,16237311.0,99.93
maize,40,50,50,50585.89,1719.02,86958005.83,4867772.44,96.23
maize,-50,20,20,20133.18,3197.38,64373384.35,2091727.39,103.89
groundnuts,50,30,-30,183685.91,866.16,159101768.44,8625773.48,46.96
cassava,-40,-40,10,1199810.8,125.2,150219216.46,4048676.91,3.37
groundnuts,-50,-10,-50,659864.12,247.28,163168467.67,8088731.98,12.26
maize,0,50,-10,41478.43,2062.43,85546279.66,6970150.35,168.04
groundnuts,-30,-50,-40,1237269.16,151.63,187612200.03,12981555.27,10.49
sorghum,-50,-40,20,1167551.15,612.26,714849367.57,22145840.64,18.97
sorghum,30,-30,-10,1215636.94,637.78,775314411.12,35914892.04,29.54
maize,10,-30,20,450924.04,338.96,152846245.7,14362128.26,31.85
sorghum,40,20,0,338238.21,2051.1,693759373.74,35471325.79,104.87
cassava,-20,-10,10,587791.38,217.49,127837106.59,2280856.37,3.88
cassava,20,-10,50,591651.93,227.2,134423513.58,2736260.71,4.62
sesame,30,50,10,119374.25,1219.79,145611147.72,11125091.74,93.2
cassava,50,20,0,47887.57,2641.59,126499197.85,2611258.43,54.53
maize,0,-40,40,357808.18,394.05,140995228.17,11217096.99,31.35
cassava,10,-40,40,1199810.8,125.2,150219216.46,4048676.91,3.37
maize,-20,-40,0,368404.6,404.75,149111847.57,14724918.74,39.97
sorghum,-30,10,-10,489914.31,1414.04,692759441.37,25182123.74,51.4
sesame,-50,-30,10,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,40,30,-50,325903.23,2179.08,710169384.13,49670094.63,152.41
sesame,-10,10,-20,312387.07,587.3,183465681.78,17649414.33,56.5
sesame,-20,-40,-40,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,-30,-40,0,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,40,30,50,207978.21,2940.04,611463736.64,17203586.13,82.72
groundnuts,50,10,50,183685.91,866.16,159101768.44,8625773.48,46.96
cassava,10,20,40,47887.57,2641.59,126499197.85,2611258.43,54.53
groundnuts,0,10,-20,158505.52,1009.81,160060651.43,9201740.78,58.05
sesame,30,40,50,119670.81,1155.82,138318090.15,8333310.82,69.64
cassava,-30,20,-30,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,-30,40,-40,226213.06,2750.79,622263732.55,18669116.98,82.53
maize,30,-40,0,516577.46,324.67,167716062.88,21142558.42,40.93
maize,0,-40,-20,477116.95,348.47,166262711.28,21650529.24,45.38
maize,-40,40,-30,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,-20,50,20,8368.0,10998.14,92032464.6,1014739.93,121.26
cassava,0,10,20,31421.22,3653.98,114812480.03,1878005.72,59.77
sorghum,40,-20,-50,1178161.41,705.04,830650872.36,58826668.95,49.93
sesame,-30,-30,-10,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,50,10,-20,68381.07,2162.54,147876886.59,4777769.79,69.87
sesame,-10,30,-10,391656.8,465.87,182463008.76,15317427.14,39.11
maize,10,-20,40,136451.49,819.69,111848602.11,7137689.03,52.31
groundnuts,30,40,40,76246.95,1842.33,140472309.21,6477272.15,84.95
cassava,0,-20,50,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,50,-30,-50,1215636.94,637.78,775314411.12,35914892.04,29.54
groundnuts,-50,40,-40,28366.04,3933.52,111578306.17,3221216.82,113.56
cassava,0,-20,10,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,0,-20,40,865010.6,833.38,720884893.65,25405236.93,29.37
sesame,-10,50,-30,91567.4,1525.76,139709492.57,11680064.94,127.56
cassava,50,40,-30,30151.47,4451.7,134225242.02,4024711.19,133.48
maize,50,-30,-30,450924.04,338.96,152846245.7,14362128.26,31.85
maize,-30,-30,10,450924.04,338.96,152846245.7,14362128.26,31.85
groundnuts,-20,10,-30,124087.23,1212.47,150452600.71,7502055.34,60.46
sorghum,-50,50,50,41655.05,10654.98,443833590.03,4171452.58,100.14
maize,-10,10,20,115566.46,945.38,109254546.64,7509549.49,64.98
cassava,50,-40,-20,1199810.8,125.2,150219216.46,4048676.91,3.37
cassava,10,40,-40,20971.36,5843.4,122544014.28,2966484.79,141.45
sorghum,-10,20,-50,246057.97,2760.57,679260991.06,46484150.04,188.92
sesame,-50,-40,20,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,10,0,50,263104.34,588.18,154753879.58,7220539.18,27.44
sesame,-30,-30,-50,1286764.47,177.08,227861004.38,25105003.81,19.51
cassava,-20,0,0,63401.14,1889.37,119788070.21,1994223.5,31.45
maize,-50,30,30,16028.26,3714.57,59538032.39,1639181.86,102.27
groundnuts,-50,50,-10,20639.06,4909.69,101331435.42,2292369.08,111.07
sorghum,20,-50,50,1260082.98,591.32,745111912.6,27762650.48,22.03
cassava,20,-10,10,599060.91,247.49,148262996.38,3909093.87,6.53
sorghum,-40,-10,-10,462980.04,1526.56,706768865.83,30819470.6,66.57
groundnuts,40,-10,-10,778027.39,260.21,202454062.82,17880225.19,22.98
maize,50,20,0,97896.14,1123.08,109945122.92,10690074.65,109.2
sesame,30,-10,-10,1015761.3,236.92,240658513.49,32970114.04,32.46
cassava,10,30,30,47887.57,2641.59,126499197.85,2611258.43,54.53
maize,-30,0,-40,78919.31,1348.24,106402213.12,13736540.59,174.06
maize,30,-50,-10,716778.96,256.27,183692465.96,26460704.32,36.92
cassava,-30,-50,0,1199124.08,101.95,122253125.92,1928368.18,1.61
cassava,40,-10,-10,605173.42,259.98,157333305.99,4858464.46,8.03
cassava,-40,40,-40,9090.89,10676.35,97057491.17,1293565.4,142.29
maize,0,10,-40,115566.46,945.38,109254546.64,7509549.49,64.98
sorghum,10,20,20,228925.93,2761.07,632080452.37,21482421.24,93.84
groundnuts,0,-20,40,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,30,40,10,66361.75,1414.94,93897757.13,5635098.56,84.91
sesame,0,-40,-40,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,-10,-10,-20,688440.75,1109.03,763499873.87,43348985.17,62.97
maize,-20,-20,-30,163647.76,784.52,128384274.13,15187070.0,92.8
sesame,50,10,-20,572626.62,389.01,222757984.38,30742122.87,53.69
groundnuts,20,10,0,183164.97,896.9,164280746.14,9912308.51,54.12
sesame,-10,-20,30,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,40,40,40,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,10,-20,-10,1199810.8,125.2,150219216.46,4048676.91,3.37
groundnuts,10,20,50,183685.91,866.16,159101768.44,8625773.48,46.96
sesame,10,-10,-10,975699.39,237.68,231902076.26,28854852.09,29.57
sesame,0,-10,10,915436.36,231.3,211739817.35,20791152.88,22.71
groundnuts,50,40,20,90667.24,1647.09,149336695.43,8132136.17,89.69
cassava,-50,30,-30,47887.57,2641.59,126499197.85,2611258.43,54.53
sorghum,-40,-50,40,1242895.28,536.03,666227251.1,14757033.97,11.87
sorghum,-10,40,-50,226213.06,2750.79,622263732.55,18669116.98,82.53
sorghum,0,50,-50,171798.83,3738.14,642207735.84,45961110.12,267.53
maize,-10,50,0,33649.9,2351.11,79114577.63,5084390.14,151.1
groundnuts,-20,-40,30,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,-10,-10,10,587791.38,217.49,127837106.59,2280856.37,3.88
sorghum,-50,-30,-30,1215636.94,637.78,775314411.12,35914892.04,29.54
cassava,40,-40,30,1199810.8,125.2,150219216.46,4048676.91,3.37
sesame,0,-30,50,1286764.47,177.08,227861004.38,25105003.81,19.51
sesame,40,-50,0,1307151.06,196.49,256844544.89,39163865.27,29.96
maize,-10,-20,-10,163043.45,767.08,125067856.94,12285318.11,75.35
sesame,-10,30,50,391656.8,465.87,182463008.76,15317427.14,39.11
sesame,-50,-50,30,1269706.81,129.36,164248257.84,8418902.58,6.63
cassava,-30,-10,40,581411.5,182.41,106056908.55,1163007.44,2.0
sesame,30,-20,-20,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,-30,40,20,66361.75,1414.94,93897757.13,5635098.56,84.91
maize,-10,0,-10,87540.69,1207.8,105731894.5,9409050.4,107.48
cassava,-10,50,40,7731.14,11498.82,88899008.27,879228.54,113.73
sesame,20,20,20,391656.8,465.87,182463008.76,15317427.14,39.11
groundnuts,-50,-40,-20,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,-20,30,-30,183645.4,3497.51,642301791.58,38111140.16,207.53
sorghum,0,-20,30,1040589.09,760.15,791002459.4,43960400.65,42.25
cassava,0,40,-10,15436.94,7089.18,109435283.03,1887524.87,122.27
sorghum,10,-50,-50,1355178.65,623.83,845398886.81,61878640.03,45.66
cassava,50,20,40,47887.57,2641.59,126499197.85,2611258.43,54.53
maize,50,-40,-40,618957.03,296.04,183235526.05,29810551.16,48.16
groundnuts,-50,-30,10,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,30,-50,10,1240912.76,160.72,199436945.89,16224097.28,13.07
sorghum,-10,0,-30,442113.01,1649.16,729115850.39,43134900.95,97.57
sesame,10,20,50,391656.8,465.87,182463008.76,15317427.14,39.11
groundnuts,-40,40,30,26821.69,3894.35,104453001.0,2354909.69,87.8
maize,-20,-10,30,75652.18,1258.39,95199855.11,5072713.43,67.05
maize,-40,-50,0,536828.78,296.04,158920570.16,15530410.05,28.93
cassava,10,40,-20,18582.27,6255.18,116235461.04,2373594.13,127.73
groundnuts,-50,-40,-50,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,30,-10,50,134392.58,840.19,112915794.44,7730562.24,57.52
maize,10,40,-20,66361.75,1414.94,93897757.13,5635098.56,84.91
maize,20,-30,50,450924.04,338.96,152846245.7,14362128.26,31.85
cassava,-10,-40,20,1199810.8,125.2,150219216.46,4048676.91,3.37
sesame,-10,-30,-50,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,-50,-40,-50,1281255.95,651.6,834861329.01,58204910.96,45.43
sorghum,-10,-20,50,785905.56,861.74,677245441.32,17759062.88,22.6
groundnuts,-50,40,0,23372.16,4376.34,102284462.34,2257386.27,96.58
maize,10,-50,-50,736826.18,258.51,190478382.63,31595347.91,42.88
groundnuts,-50,20,40,183685.91,866.16,159101768.44,8625773.48,46.96
groundnuts,30,-30,0,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,10,-30,0,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,40,-40,40,1217839.66,643.28,783415152.04,38393211.02,31.53
groundnuts,-30,50,30,28291.12,3826.98,108269520.14,2753273.03,97.32
groundnuts,20,-20,-20,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,10,-50,0,638421.2,271.19,173130938.76,21181361.8,33.18
cassava,-30,-30,-50,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,30,-50,-40,1354727.44,623.46,844612990.77,61468726.94,45.37
maize,40,-30,10,450924.04,338.96,152846245.7,14362128.26,31.85
cassava,-10,30,-50,47887.57,2641.59,126499197.85,2611258.43,54.53
groundnuts,-40,-30,30,1238883.08,151.37,187526195.44,12959087.17,10.46
sorghum,10,-50,30,1303708.57,629.58,820786416.98,51083501.46,39.18
groundnuts,30,0,-40,456545.72,437.53,199751996.13,18394923.98,40.29
groundnuts,40,50,-40,98850.52,1644.2,162529787.12,12129612.64,122.71
groundnuts,-10,-10,50,660187.03,233.34,154047891.12,6560876.82,9.94
sorghum,-20,-50,10,1326963.85,628.16,833550711.07,56481366.78,42.56
maize,-20,10,50,115566.46,945.38,109254546.64,7509549.49,64.98
cassava,10,10,-50,55988.33,2586.43,144809741.86,4595260.65,82.08
sorghum,0,10,-10,489914.31,1414.04,692759441.37,25182123.74,51.4
sorghum,50,50,20,192304.67,3250.75,625133439.12,23911447.63,124.34
sorghum,50,0,-20,686047.68,1126.77,773016385.66,48329018.16,70.45
groundnuts,-10,20,0,183685.91,866.16,159101768.44,8625773.48,46.96
groundnuts,-50,10,-10,58316.42,2036.26,118747652.55,3258767.82,55.88
sesame,-50,-50,-20,1276349.03,171.28,218616539.02,21706068.6,17.01
sesame,50,-30,50,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,20,50,20,62237.85,2196.86,136728033.62,6206919.11,99.73
sesame,50,40,50,147820.11,1004.34,148462160.18,10260109.63,69.41
cassava,-20,40,0,10780.11,9109.4,98200362.73,1266519.14,117.49
cassava,40,10,50,35255.46,3292.31,116071792.81,1920715.08,54.48
sesame,-50,20,50,391656.8,465.87,182463008.76,15317427.14,39.11
maize,-10,-20,-40,198670.22,690.92,137266105.23,18751514.06,94.39
sesame,-40,-40,50,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,30,30,50,189936.05,3158.87,599982651.4,15742605.46,82.88
sesame,50,30,-40,391656.8,465.87,182463008.76,15317427.14,39.11
maize,10,30,-50,69748.11,1493.33,104156662.78,16775962.05,240.52
cassava,-10,20,20,47887.57,2641.59,126499197.85,2611258.43,54.53
cassava,10,10,-30,47993.07,2820.99,135388139.22,3524450.16,73.44
cassava,40,-10,-30,614364.72,274.39,168573778.92,6264453.44,10.2
sesame,-40,-50,-50,1310575.55,202.07,264831408.39,44218053.8,33.74
maize,50,-50,10,698965.05,256.33,179167529.35,23659184.09,33.85
maize,20,-50,-40,753711.19,253.31,190920646.45,31361983.88,41.61
cassava,0,10,-40,45379.09,2971.7,134852873.8,3516713.86,77.5
sorghum,30,40,20,226213.06,2750.79,622263732.55,18669116.98,82.53
maize,0,40,0,66361.75,1414.94,93897757.13,5635098.56,84.91
groundnuts,-30,-10,-50,698358.81,260.93,182220158.27,12122203.32,17.36
sesame,20,-10,0,975105.98,235.5,229636473.41,27775433.19,28.48
maize,30,-50,0,698610.76,258.22,180395669.81,24523825.04,35.1
groundnuts,50,0,-50,514232.64,408.16,209886772.86,22053909.0,42.89
sesame,50,-10,-20,1072777.03,236.01,253187398.89,39734069.98,37.04
groundnuts,-20,-30,-30,1238883.08,151.37,187526195.44,12959087.17,10.46
sesame,0,50,-30,106397.74,1379.35,146759348.06,13427963.15,126.21
sorghum,20,-10,20,663487.8,1102.88,731744757.09,31781846.98,47.9
sorghum,0,-30,0,1215636.94,637.78,775314411.12,35914892.04,29.54
sesame,50,10,0,511140.61,410.82,209985780.0,24941245.77,48.8
sorghum,20,-20,-50,1138176.14,725.37,825601056.84,57349095.09,50.39
sesame,30,40,-40,203047.45,889.27,180563662.39,23729565.32,116.87
sesame,-40,-10,-10,858661.6,229.57,197123722.62,16267870.94,18.95
sorghum,-10,40,40,226213.06,2750.79,622263732.55,18669116.98,82.53
groundnuts,-10,50,-30,51374.6,2603.99,133779192.33,6135509.06,119.43
sesame,30,-20,-40,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,-10,40,-20,58044.57,2324.33,134914718.4,5999340.46,103.36
cassava,10,-50,-10,1200040.18,132.77,159335001.0,5010836.54,4.18
groundnuts,40,-30,-10,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,30,-30,-30,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,-30,-20,-50,1238883.08,151.37,187526195.44,12959087.17,10.46
groundnuts,0,-40,-20,1238883.08,151.37,187526195.44,12959087.17,10.46
cassava,10,-10,40,590758.62,225.36,133133055.72,2642180.12,4.47
sorghum,40,-50,-30,1350548.07,624.13,842922840.31,60676064.55,44.93
sesame,-30,-10,10,851764.45,222.59,189592802.4,14196300.31,16.67
sesame,-20,-10,-50,1012126.68,245.47,248447291.55,37608038.84,37.16
sorghum,40,-10,-30,941237.63,854.63,804411584.25,52939716.4,56.24
sesame,-10,30,-30,391656.8,465.87,182463008.76,15317427.14,39.11
sesame,-50,-50,0,1271983.08,150.85,191875751.71,13926498.83,10.95
cassava,-50,30,50,47887.57,2641.59,126499197.85,2611258.43,54.53
maize,-20,10,0,115566.46,945.38,109254546.64,7509549.49,64.98
sesame,40,-30,-40,1286764.47,177.08,227861004.38,25105003.81,19.51
maize,0,20,40,50002.2,1709.1,85458893.38,4272009.14,85.44
maize,-20,20,-10,48525.84,1831.98,88898531.86,6797807.04,140.09
maize,30,-50,-50,787023.78,247.69,194939907.33,33953555.94,43.14
cassava,-50,10,0,13422.7,6852.59,91980256.82,863206.86,64.31
sorghum,-30,0,30,575888.74,1273.32,733292987.52,35468278.93,61.59
cassava,30,-20,0,1199810.8,125.2,150219216.46,4048676.91,3.37
sorghum,0,-30,-50,1215636.94,637.78,775314411.12,35914892.04,29.54
groundnuts,-40,50,30,22792.4,4462.3,101706497.63,2219690.44,97.39
sorghum,30,-20,10,1093316.31,739.61,808627314.62,50245603.77,45.96
groundnuts,50,20,-50,183685.91,866.16,159101768.44,8625773.48,46.96
cassava,50,40,-40,32073.7,4299.3,137894495.89,4511030.49,140.65
sorghum,-50,30,-10,95480.7,5827.53,556416500.5,18163402.51,190.23
groundnuts,10,0,-40,386680.38,488.26,188801007.71,15059651.24,38.95
cassava,-30,-50,40,1198973.24,90.56,108578147.72,1260212.1,1.05
sesame,-20,40,0,76490.46,1629.88,124670573.03,6926420.38,90.55
cassava,30,-30,50,1199810.8,125.2,150219216.46,4048676.91,3.37
groundnuts,-10,-10,40,664320.44,236.43,157064988.4,7036589.63,10.59
cassava,-40,40,-50,9754.14,10261.61,100093118.65,1475792.02,151.3
groundnuts,20,-30,-40,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,-20,-40,-50,483294.69,355.11,171623972.01,25965052.55,53.73
sorghum,-50,0,0,217821.4,2849.66,620717816.43,18949686.12,87.0
sorghum,-30,-30,-40,1215636.94,637.78,775314411.12,35914892.04,29.54
sesame,-20,-10,20,859739.83,221.9,190776557.01,14484429.78,16.85
cassava,-30,-50,-20,1199268.31,110.01,131930438.38,2535574.46,2.11
sorghum,-30,50,50,41655.05,10654.98,443833590.03,4171452.58,100.14
sorghum,20,-20,-40,1118463.92,734.36,821355336.24,55730910.58,49.83
sorghum,20,50,0,151917.92,3998.11,607384820.25,24756044.8,162.96
maize,-20,-50,40,518039.94,286.84,148595450.6,11610670.11,22.41
sesame,40,50,-20,158912.21,1039.0,165109999.11,17766177.26,111.8
cassava,-20,-30,20,1199810.8,125.2,150219216.46,4048676.91,3.37
maize,10,-50,40,566325.5,276.78,156746306.91,14111058.35,24.92
cassava,40,30,50,47887.57,2641.59,126499197.85,2611258.43,54.53
cassava,-30,-50,20,1199034.03,95.66,114699068.83,1533936.79,1.28
sesame,50,-40,-20,1286764.47,177.08,227861004.38,25105003.81,19.51
sesame,-20,-50,-10,1284594.44,183.27,235427598.75,28279766.14,22.01
sesame,0,50,40,69524.76,1702.89,118393323.72,5631876.61,81.01
sesame,-10,-10,30,867247.36,221.11,191756442.68,14723355.99,16.98
sesame,40,-50,20,1294338.99,187.79,243069596.16,31782136.23,24.55
cassava,-30,40,50,5856.7,13671.67,80070813.76,582543.69,99.47
maize,-50,-20,-50,112670.63,1051.16,118434752.49,16668659.14,147.94
groundnuts,-20,40,-40,54512.37,2470.27,134660484.28,6144128.96,112.71
groundnuts,-20,-30,-50,1238883.08,151.37,187526195.44,12959087.17,10.46
maize,-30,-30,40,450924.04,338.96,152846245.7,14362128.26,31.85
maize,0,30,-10,55434.38,1681.0,93185332.96,8001821.13,144.35
maize,0,30,-30,62761.75,1577.75,99022371.2,11736577.49,187.0
sorghum,-20,30,0,148236.26,4034.12,598003361.22,21008608.4,141.72
groundnuts,-10,0,-50,331863.29,546.26,181282548.23,13123113.76,39.54
cassava,-10,40,40,9064.59,10042.18,91028266.42,928020.41,102.38
sesame,40,30,40,391656.8,465.87,182463008.76,15317427.14,39.11
groundnuts,-40,50,0,25540.77,4191.1,107043816.98,2733710.32,107.03
sesame,10,-30,20,1286764.47,177.08,227861004.38,25105003.81,19.51
groundnuts,-30,10,-40,110010.56,1333.79,146731186.49,6953993.32,63.21
sorghum,-20,-30,20,1215636.94,637.78,775314411.12,35914892.04,29.54
sesame,0,-50,-10,1294524.97,191.57,247993746.26,34289866.77,26.49
sesame,0,20,-20,391656.8,465.87,182463008.76,15317427.14,39.11
groundnuts,-20,40,40,38735.73,2982.18,115516946.22,3303276.33,85.28
sesame,20,50,-20,127969.56,1202.4,153870401.88,14564144.54,113.81
maize,10,40,-50,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,-40,10,-10,18315.96,5529.94,101286158.49,1227547.66,67.02
maize,40,-10,30,163182.69,749.07,122235750.78,10350409.99,63.43
sorghum,0,20,10,362305.73,1937.99,702146353.58,36995175.67,102.11
maize,20,40,40,66361.75,1414.94,93897757.13,5635098.56,84.91
cassava,-40,20,-30,47887.57,2641.59,126499197.85,2611258.43,54.53
cassava,30,-30,-30,1199810.8,125.2,150219216.46,4048676.91,3.37
groundnuts,40,30,40,183685.91,866.16,159101768.44,8625773.48,46.96
maize,-30,-40,-10,354603.84,420.53,149121191.36,15241272.71,42.98
groundnuts,-30,20,-40,183685.91,866.16,159101768.44,8625773.48,46.96
sorghum,30,50,-20,202634.37,3214.06,651278207.21,37657589.51,185.84
sesame,0,-30,-20,1286764.47,177.08,227861004.38,25105003.81,19.51
sorghum,40,-30,0,1215636.94,637.78,775314411.12,35914892.04,29.54
cassava,30,-50,10,1199871.53,128.2,153828423.97,4411610.74,3.68
sesame,-30,-10,-50,988142.55,247.01,244078962.32,35279924.03,35.7
maize,30,50,50,45395.21,1848.24,83901205.49,4388844.84,96.68
groundnuts,-40,30,50,183685.91,866.16,159101768.44,8625773.48,46.96
